title,ingredients,state,diet,meal_time,dish_type,calories,protein,fat,carbs,sodium,nutrition_basis,slot_portion_g,calories_slot,protein_slot,fat_slot,carbs_slot,sodium_slot,calculation_notes
Sambar Rice,"Rice, raw, milled, Red gram, dal, Drumstick, Carrot, orange, Tomato, ripe, local, Onion, big, Tamarind, pulp, Coriander seeds, Cumin seeds, Turmeric powder, Chillies, red, Gingelly oil, Table salt (sodium from NaCl), Water",South India,vegetarian,lunch,main,107.9,3.3,2,18.5,0.30399999999999999,per 100 g finished dish,400,431.6,13.2,8,74,1.216,Mixed-vegetable sambar sadam; per 100 g finished dish.
Tamarind Rice,"Rice, raw, milled, Tamarind, pulp, Gingelly oil, Mustard seeds, Chillies, red, Turmeric powder, Asafoetida, Curry leaves, Table salt (sodium from NaCl), Water",South India,vegetarian,lunch,main,140.5,2.6,3,25.3,0.372,per 100 g finished dish,400,562,10.4,12,101.2,1.488,Puliyodarai-style tamarind rice; per 100 g finished dish.
Tomato Rice,"Rice, raw, milled, Tomato, ripe, local, Onion, big, Ginger, fresh, Garlic, big cloves, Chillies, green - all varieties, Coriander seeds, Cumin seeds, Turmeric powder, Gingelly oil, Table salt (sodium from NaCl), Water",South India,vegetarian,lunch,main,117,2.5,2.4,20.8,0.31900000000000001,per 100 g finished dish,400,468,10,9.6,83.2,1.276,Tomato rice; per 100 g finished dish.
Anchovy Curry,"Anchovy, Onion, small, Tomato, ripe, local, Tamarind, pulp, Garlic, big cloves, Gingelly oil, Chillies, red, Coriander seeds, Cumin seeds, Turmeric powder, Table salt (sodium from NaCl), Water",South India,non_vegetarian,lunch/dinner,side,66.7,6.3,2.6,4.2,0.32500000000000001,per 100 g finished dish,400,266.8,25.2,10.4,16.8,1.3,Anchovy tamarind curry; per 100 g finished dish.
Chicken Biryani + Omelette,"Milk, whole, Cow, Ghee, Gingelly oil, Coriander leaves, Chillies, green - all varieties, Table salt (sodium from NaCl), Water, Garlic, big cloves, Ginger, fresh, Onion, big, Tomato, ripe, local, Chicken, poultry, leg, skinless, Rice, raw, milled, Egg, poultry, whole, raw",South India,non_vegetarian,lunch/dinner,main,192.9,9.1,8.1999999999999993,12,0.34699999999999998,per 100 g finished dish,400,771.6,36.4,32.799999999999997,48,1.3879999999999999,Chicken biryani and omelette combo; per 100 g finished dish.
Chicken Masala,"Chicken, poultry, leg, skinless, Onion, big, Tomato, ripe, local, Ginger, fresh, Garlic, big cloves, Coriander seeds, Cumin seeds, Chillies, red, Turmeric powder, Groundnut oil, Table salt (sodium from NaCl), Water",South India,non_vegetarian,lunch/dinner,side,162.5,7.4,6.2,2.4,0.25800000000000001,per 100 g finished dish,400,650,29.6,24.8,9.6,1.032,Chicken masala gravy; per 100 g finished dish.
Chicken Sukka,"Chicken, poultry, leg, skinless, Onion, big, Tomato, ripe, local, Ginger, fresh, Garlic, big cloves, Coconut, kernel, fresh, Gingelly oil, Pepper, black, Chillies, red, Coriander seeds, Cumin seeds, Turmeric powder, Curry leaves, Table salt (sodium from NaCl), Water",South India,non_vegetarian,lunch/dinner,main,229.9,9.6,10.3,3.1,0.33900000000000002,per 100 g finished dish,400,919.6,38.4,41.2,12.4,1.3560000000000001,Dry-style chicken sukka; per 100 g finished dish.
Coconut Rice + Chicken Curry,"Rice, raw, milled, Curry leaves, Chillies, green - all varieties, Mustard seeds, Gingelly oil, Table salt (sodium from NaCl), Coconut, kernel, fresh, Water, Turmeric powder, Cumin seeds, Coriander seeds, Chillies, red, Garlic, big cloves, Ginger, fresh, Tomato, ripe, local, Onion, big, Chicken, poultry, leg, skinless",South India,non_vegetarian,lunch/dinner,main,182.1,5,8.6,13.3,0.34100000000000003,per 100 g finished dish,400,728.4,20,34.4,53.2,1.3640000000000001,Coconut rice and chicken curry combo; per 100 g finished dish.
Egg Biryani,"Rice, raw, milled, Egg, poultry, whole, raw, Onion, big, Tomato, ripe, local, Ginger, fresh, Garlic, big cloves, Milk, whole, Cow, Ghee, Gingelly oil, Coriander leaves, Chillies, green - all varieties, Table salt (sodium from NaCl), Water",South India,non_vegetarian,lunch/dinner,main,139.80000000000001,4.9000000000000004,4.8,18.899999999999999,0.35599999999999998,per 100 g finished dish,400,559.20000000000005,19.600000000000001,19.2,75.599999999999994,1.4239999999999999,Egg biryani; per 100 g finished dish.
Egg Biryani + Chicken Curry,"Coriander leaves, Table salt (sodium from NaCl), Water, Chillies, green - all varieties, Ghee, Milk, whole, Cow, Garlic, big cloves, Gingelly oil, Tomato, ripe, local, Onion, big, Egg, poultry, whole, raw, Rice, raw, milled, Ginger, fresh, Turmeric powder, Cumin seeds, Coriander seeds, Chillies, red, Coconut, kernel, fresh, Chicken, poultry, leg, skinless",South India,non_vegetarian,lunch/dinner,main,164.2,6.2,6.8,11.7,0.36699999999999999,per 100 g finished dish,400,656.8,24.8,27.2,46.8,1.468,Egg biryani and chicken curry combo; per 100 g finished dish.
Egg Masala,"Egg, poultry, whole, raw, Onion, big, Tomato, ripe, local, Ginger, fresh, Garlic, big cloves, Coriander seeds, Cumin seeds, Turmeric powder, Groundnut oil, Table salt (sodium from NaCl), Water",South India,non_vegetarian,lunch/dinner,side,71.2,4.5,4.5999999999999996,2.8,0.34899999999999998,per 100 g finished dish,400,284.8,18,18.399999999999999,11.2,1.3959999999999999,Egg masala gravy; per 100 g finished dish.
Egg Roast,"Egg, poultry, whole, raw, Onion, big, Tomato, ripe, local, Ginger, fresh, Garlic, big cloves, Chillies, red, Coriander seeds, Turmeric powder, Groundnut oil, Table salt (sodium from NaCl), Water",South India,non_vegetarian,lunch/dinner,side,95,6.1,6.2,3.6,0.47,per 100 g finished dish,400,380,24.4,24.8,14.4,1.88,Egg roast masala; per 100 g finished dish.
Fish Biryani,"Rice, raw, milled, Vanjaram, Onion, big, Tomato, ripe, local, Ginger, fresh, Garlic, big cloves, Milk, whole, Cow, Ghee, Gingelly oil, Coriander leaves, Chillies, green - all varieties, Table salt (sodium from NaCl), Water",South India,non_vegetarian,lunch/dinner,main,142.4,7.8,4.0999999999999996,18.2,0.34,per 100 g finished dish,400,569.6,31.2,16.399999999999999,72.8,1.36,Fish biryani; per 100 g finished dish.
Fish Biryani + Egg Curry,"Gingelly oil, Table salt (sodium from NaCl), Rice, raw, milled, Vanjaram, Onion, big, Tomato, ripe, local, Ginger, fresh, Garlic, big cloves, Milk, whole, Cow, Ghee, Coriander leaves, Chillies, green - all varieties, Water, Turmeric powder, Cumin seeds, Coriander seeds, Chillies, red, Egg, poultry, whole, raw",South India,non_vegetarian,lunch/dinner,main,108.6,6,4.4000000000000004,11,0.35199999999999998,per 100 g finished dish,400,434.4,24,17.600000000000001,44,1.4079999999999999,Fish biryani and egg curry combo; per 100 g finished dish.
Lemon Rice + Egg Curry,"Chillies, green - all varieties, Mustard seeds, Turmeric powder, Gingelly oil, Table salt (sodium from NaCl), Curry leaves, Lemon, juice, Water, Ginger, fresh, Rice, raw, milled, Cumin seeds, Coriander seeds, Chillies, red, Garlic, big cloves, Tomato, ripe, local, Egg, poultry, whole, raw, Onion, big",South India,non_vegetarian,lunch/dinner,main,98.8,3.1,3.6,13.1,0.33300000000000002,per 100 g finished dish,400,395.2,12.4,14.4,52.4,1.3320000000000001,Lemon rice and egg curry combo; per 100 g finished dish.
Mutton Biryani,"Rice, raw, milled, Goat, shoulder, meat, Onion, big, Tomato, ripe, local, Ginger, fresh, Garlic, big cloves, Milk, whole, Cow, Ghee, Gingelly oil, Coriander leaves, Chillies, green - all varieties, Table salt (sodium from NaCl), Water",South India,non_vegetarian,lunch/dinner,main,148.1,7.2,5.8,16.399999999999999,0.29699999999999999,per 100 g finished dish,400,592.4,28.8,23.2,65.599999999999994,1.1879999999999999,Mutton biryani; per 100 g finished dish.
Mutton Biryani + Egg Curry,"Onion, big, Tomato, ripe, local, Ginger, fresh, Garlic, big cloves, Milk, whole, Cow, Gingelly oil, Water, Goat, shoulder, meat, Table salt (sodium from NaCl), Chillies, green - all varieties, Coriander leaves, Ghee, Rice, raw, milled, Turmeric powder, Cumin seeds, Coriander seeds, Chillies, red, Egg, poultry, whole, raw",South India,non_vegetarian,lunch/dinner,main,111.8,5.8,5.3,10,0.32800000000000001,per 100 g finished dish,400,447.2,23.2,21.2,40,1.3120000000000001,Mutton biryani and egg curry combo; per 100 g finished dish.
Mutton Curry,"Goat, shoulder, meat, Onion, big, Tomato, ripe, local, Ginger, fresh, Garlic, big cloves, Coconut, kernel, fresh, Gingelly oil, Chillies, red, Coriander seeds, Cumin seeds, Turmeric powder, Table salt (sodium from NaCl), Water",South India,non_vegetarian,lunch/dinner,side,113.2,8.1999999999999993,7.8,2.5,0.307,per 100 g finished dish,400,452.8,32.799999999999997,31.2,10,1.228,Mutton curry; per 100 g finished dish.
Mutton Pepper Fry,"Goat, shoulder, meat, Onion, big, Tomato, ripe, local, Ginger, fresh, Garlic, big cloves, Pepper, black, Cumin seeds, Coriander seeds, Coconut, kernel, fresh, Gingelly oil, Curry leaves, Turmeric powder, Table salt (sodium from NaCl), Water",South India,non_vegetarian,lunch/dinner,main,117.8,8,8.1,3.1,0.29299999999999998,per 100 g finished dish,400,471.2,32,32.4,12.4,1.1719999999999999,Mutton pepper fry; per 100 g finished dish.
Prawn Curry,"Tiger prawns, brown, Onion, big, Tomato, ripe, local, Tamarind, pulp, Garlic, big cloves, Ginger, fresh, Coconut, kernel, fresh, Gingelly oil, Chillies, red, Coriander seeds, Cumin seeds, Turmeric powder, Table salt (sodium from NaCl), Water",South India,non_vegetarian,lunch/dinner,side,72.900000000000006,5.3,4,3.8,0.33600000000000002,per 100 g finished dish,400,291.60000000000002,21.2,16,15.2,1.3440000000000001,Prawn curry; per 100 g finished dish.
Prawn Masala,"Tiger prawns, brown, Onion, big, Tomato, ripe, local, Ginger, fresh, Garlic, big cloves, Coriander seeds, Cumin seeds, Chillies, red, Turmeric powder, Gingelly oil, Table salt (sodium from NaCl), Water",South India,non_vegetarian,lunch/dinner,side,58.8,6.1,2.4,2.9,0.372,per 100 g finished dish,400,235.2,24.4,9.6,11.6,1.488,Prawn masala gravy; per 100 g finished dish.
Tamarind Rice + Fish Fry,"Rice, raw, milled, Tamarind, pulp, Gingelly oil, Mustard seeds, Chillies, red, Asafoetida, Curry leaves, Water, Turmeric powder, Table salt (sodium from NaCl), Vanjaram, Garlic, big cloves, Lemon, juice, Ginger, fresh",South India,non_vegetarian,lunch/dinner,main,151.9,9.9,5.8,14.5,0.42799999999999999,per 100 g finished dish,400,607.6,39.6,23.2,58,1.712,Tamarind rice and fish fry combo; per 100 g finished dish.
Tomato Rice + Chicken Curry,"Tomato, ripe, local, Ginger, fresh, Water, Table salt (sodium from NaCl), Gingelly oil, Turmeric powder, Cumin seeds, Coriander seeds, Chillies, green - all varieties, Garlic, big cloves, Onion, big, Rice, raw, milled, Chillies, red, Coconut, kernel, fresh, Chicken, poultry, leg, skinless",South India,non_vegetarian,lunch/dinner,main,151.69999999999999,4.8,5.5,12.7,0.34699999999999998,per 100 g finished dish,400,606.79999999999995,19.2,22,50.8,1.3879999999999999,Tomato rice and chicken curry combo; per 100 g finished dish.
Vegetable Biryani + Egg Curry,"Potato, brown skin, big, Tomato, ripe, local, Chillies, green - all varieties, Garlic, big cloves, Onion, big, French beans, country, Peas, fresh, Milk, whole, Cow, Ghee, Gingelly oil, Ginger, fresh, Water, Table salt (sodium from NaCl), Coriander leaves, Carrot, orange, Rice, raw, milled, Turmeric powder, Cumin seeds, Coriander seeds, Chillies, red, Egg, poultry, whole, raw",South India,non_vegetarian,lunch/dinner,main,93.7,3.3,3.6,11.7,0.34,per 100 g finished dish,400,374.8,13.2,14.4,46.8,1.36,Vegetable biryani and egg curry combo; per 100 g finished dish.
White Rice + Anchovy Curry,"Rice, raw, milled, Water, Table salt (sodium from NaCl), Turmeric powder, Cumin seeds, Coriander seeds, Chillies, red, Onion, small, Garlic, big cloves, Tamarind, pulp, Tomato, ripe, local, Anchovy, Gingelly oil",South India,non_vegetarian,lunch/dinner,main,88.8,4.2,1.2,14.8,0.14699999999999999,per 100 g finished dish,400,355.2,16.8,4.8,59.2,0.58799999999999997,Rice and anchovy curry combo; per 100 g finished dish.
White Rice + Chicken Curry,"Rice, raw, milled, Water, Turmeric powder, Cumin seeds, Coriander seeds, Chillies, red, Gingelly oil, Coconut, kernel, fresh, Garlic, big cloves, Ginger, fresh, Tomato, ripe, local, Onion, big, Chicken, poultry, leg, skinless, Table salt (sodium from NaCl)",South India,non_vegetarian,lunch/dinner,main,146.19999999999999,4.8,4.3,14.2,0.17199999999999999,per 100 g finished dish,400,584.79999999999995,19.2,17.2,56.8,0.68799999999999994,Rice and chicken curry combo; per 100 g finished dish.
White Rice + Chicken Curry + Cabbage Poriyal,"Rice, raw, milled, Water, Turmeric powder, Cumin seeds, Coriander seeds, Chillies, red, Gingelly oil, Coconut, kernel, fresh, Garlic, big cloves, Ginger, fresh, Tomato, ripe, local, Onion, big, Chicken, poultry, leg, skinless, Table salt (sodium from NaCl), Chillies, green - all varieties, Cabbage, green, Mustard seeds",South India,non_vegetarian,lunch/dinner,main,127,3.9,4.3,12.4,0.18,per 100 g finished dish,400,508,15.6,17.2,49.6,0.72,"Rice, chicken curry and cabbage poriyal combo; per 100 g finished dish."
White Rice + Chicken Masala,"Rice, raw, milled, Water, Chicken, poultry, leg, skinless, Onion, big, Tomato, ripe, local, Ginger, fresh, Garlic, big cloves, Coriander seeds, Cumin seeds, Chillies, red, Turmeric powder, Groundnut oil, Table salt (sodium from NaCl)",South India,non_vegetarian,lunch/dinner,main,131.9,4.5999999999999996,2.9,14,0.11700000000000001,per 100 g finished dish,400,527.6,18.399999999999999,11.6,56,0.46800000000000003,Rice and chicken masala combo; per 100 g finished dish.
White Rice + Chicken Sukka,"Rice, raw, milled, Water, Table salt (sodium from NaCl), Curry leaves, Chicken, poultry, leg, skinless, Onion, big, Cumin seeds, Pepper, black, Gingelly oil, Coconut, kernel, fresh, Garlic, big cloves, Ginger, fresh, Tomato, ripe, local, Turmeric powder, Chillies, red, Coriander seeds",South India,non_vegetarian,lunch/dinner,main,162.30000000000001,5.6,4.7,14.3,0.153,per 100 g finished dish,400,649.20000000000005,22.4,18.8,57.2,0.61199999999999999,Rice and chicken sukka combo; per 100 g finished dish.
White Rice + Egg Curry,"Rice, raw, milled, Water, Table salt (sodium from NaCl), Turmeric powder, Cumin seeds, Coriander seeds, Chillies, red, Gingelly oil, Garlic, big cloves, Tomato, ripe, local, Ginger, fresh, Egg, poultry, whole, raw, Onion, big",South India,non_vegetarian,lunch/dinner,main,89.1,3.1,2.2000000000000002,13.9,0.16500000000000001,per 100 g finished dish,400,356.4,12.4,8.8000000000000007,55.6,0.66,Rice and egg curry combo; per 100 g finished dish.
White Rice + Egg Curry + Beans Poriyal,"Rice, raw, milled, Water, Table salt (sodium from NaCl), Turmeric powder, Cumin seeds, Coriander seeds, Chillies, red, Gingelly oil, Garlic, big cloves, Tomato, ripe, local, Ginger, fresh, Egg, poultry, whole, raw, Onion, big, French beans, country, Mustard seeds, Chillies, green - all varieties, Coconut, kernel, fresh",South India,non_vegetarian,lunch/dinner,main,88.5,2.9,3,12.1,0.18,per 100 g finished dish,400,354,11.6,12,48.4,0.72,"Rice, egg curry and beans poriyal combo; per 100 g finished dish."
White Rice + Egg Masala,"Rice, raw, milled, Water, Egg, poultry, whole, raw, Onion, big, Tomato, ripe, local, Ginger, fresh, Garlic, big cloves, Coriander seeds, Cumin seeds, Turmeric powder, Groundnut oil, Table salt (sodium from NaCl)",South India,non_vegetarian,lunch/dinner,main,90.8,3.3,2.2000000000000002,14.2,0.157,per 100 g finished dish,400,363.2,13.2,8.8000000000000007,56.8,0.628,Rice and egg masala combo; per 100 g finished dish.
White Rice + Egg Roast,"Rice, raw, milled, Water, Egg, poultry, whole, raw, Onion, big, Tomato, ripe, local, Ginger, fresh, Garlic, big cloves, Chillies, red, Coriander seeds, Turmeric powder, Groundnut oil, Table salt (sodium from NaCl)",South India,non_vegetarian,lunch/dinner,main,101.5,4,2.9,14.5,0.21199999999999999,per 100 g finished dish,400,406,16,11.6,58,0.84799999999999998,Rice and egg roast combo; per 100 g finished dish.
White Rice + Fish Curry,"Rice, raw, milled, Water, Table salt (sodium from NaCl), Tomato, ripe, local, Tamarind, pulp, Garlic, big cloves, Ginger, fresh, Coconut, kernel, fresh, Gingelly oil, Chillies, red, Coriander seeds, Cumin seeds, Turmeric powder, Vanjaram, Onion, big",South India,non_vegetarian,lunch/dinner,main,106.1,5.0999999999999996,2.8,14.9,0.16500000000000001,per 100 g finished dish,400,424.4,20.399999999999999,11.2,59.6,0.66,Rice and fish curry combo; per 100 g finished dish.
White Rice + Fish Curry + Beans Poriyal,"Rice, raw, milled, Water, Table salt (sodium from NaCl), Tomato, ripe, local, Tamarind, pulp, Garlic, big cloves, Ginger, fresh, Coconut, kernel, fresh, Gingelly oil, Chillies, red, Coriander seeds, Cumin seeds, Turmeric powder, Vanjaram, Onion, big, French beans, country, Mustard seeds, Chillies, green - all varieties",South India,non_vegetarian,lunch/dinner,main,100.8,4.3,3.4,12.8,0.18,per 100 g finished dish,400,403.2,17.2,13.6,51.2,0.72,"Rice, fish curry and beans poriyal combo; per 100 g finished dish."
White Rice + Fish Fry,"Rice, raw, milled, Water, Vanjaram, Garlic, big cloves, Chillies, red, Turmeric powder, Gingelly oil, Table salt (sodium from NaCl), Lemon, juice, Ginger, fresh",South India,non_vegetarian,lunch/dinner,main,133.4,9.8000000000000007,4.2,13.5,0.224,per 100 g finished dish,400,533.6,39.200000000000003,16.8,54,0.89600000000000002,Rice and fish fry combo; per 100 g finished dish.
White Rice + Mutton Chukka,"Rice, raw, milled, Water, Onion, big, Pepper, black, Goat, shoulder, meat, Tomato, ripe, local, Ginger, fresh, Garlic, big cloves, Coriander seeds, Cumin seeds, Gingelly oil, Curry leaves, Table salt (sodium from NaCl)",South India,non_vegetarian,lunch/dinner,main,111,5.4,3.5,14.1,0.17699999999999999,per 100 g finished dish,400,444,21.6,14,56.4,0.70799999999999996,Rice and mutton chukka combo; per 100 g finished dish.
White Rice + Mutton Curry,"Rice, raw, milled, Water, Table salt (sodium from NaCl), Onion, big, Tomato, ripe, local, Ginger, fresh, Garlic, big cloves, Coconut, kernel, fresh, Gingelly oil, Chillies, red, Turmeric powder, Cumin seeds, Coriander seeds, Goat, shoulder, meat",South India,non_vegetarian,lunch/dinner,main,109.7,5,3.6,14,0.13800000000000001,per 100 g finished dish,400,438.8,20,14.4,56,0.55200000000000005,Rice and mutton curry combo; per 100 g finished dish.
White Rice + Mutton Curry + Cabbage Poriyal,"Rice, raw, milled, Water, Table salt (sodium from NaCl), Onion, big, Tomato, ripe, local, Ginger, fresh, Garlic, big cloves, Coconut, kernel, fresh, Gingelly oil, Chillies, red, Turmeric powder, Cumin seeds, Coriander seeds, Goat, shoulder, meat, Chillies, green - all varieties, Cabbage, green, Mustard seeds",South India,non_vegetarian,lunch/dinner,main,100.7,4.0999999999999996,3.8,12.3,0.156,per 100 g finished dish,400,402.8,16.399999999999999,15.2,49.2,0.624,"Rice, mutton curry and cabbage poriyal combo; per 100 g finished dish."
White Rice + Mutton Pepper Fry,"Rice, raw, milled, Water, Goat, shoulder, meat, Onion, big, Tomato, ripe, local, Ginger, fresh, Garlic, big cloves, Pepper, black, Cumin seeds, Coriander seeds, Coconut, kernel, fresh, Gingelly oil, Curry leaves, Turmeric powder, Table salt (sodium from NaCl)",South India,non_vegetarian,lunch/dinner,main,111.8,4.9000000000000004,3.7,14.3,0.13200000000000001,per 100 g finished dish,400,447.2,19.600000000000001,14.8,57.2,0.52800000000000002,Rice and mutton pepper fry combo; per 100 g finished dish.
White Rice + Omelette,"Rice, raw, milled, Water, Egg, poultry, whole, raw, Onion, big, Coriander leaves, Gingelly oil, Table salt (sodium from NaCl), Chillies, green - all varieties",South India,non_vegetarian,lunch/dinner,main,120.6,5.7,4.2,14.7,0.13700000000000001,per 100 g finished dish,400,482.4,22.8,16.8,58.8,0.54800000000000004,Rice and omelette combo; per 100 g finished dish.
White Rice + Pepper Chicken,"Rice, raw, milled, Water, Chicken, poultry, leg, skinless, Onion, big, Tomato, ripe, local, Ginger, fresh, Garlic, big cloves, Pepper, black, Cumin seeds, Curry leaves, Gingelly oil, Table salt (sodium from NaCl)",South India,non_vegetarian,lunch/dinner,main,154.5,5.7,3.8,13.9,0.20300000000000001,per 100 g finished dish,400,618,22.8,15.2,55.6,0.81200000000000006,Rice and pepper chicken combo; per 100 g finished dish.
White Rice + Prawn Curry,"Rice, raw, milled, Water, Onion, big, Tiger prawns, brown, Cumin seeds, Coriander seeds, Tomato, ripe, local, Garlic, big cloves, Gingelly oil, Coconut, kernel, fresh, Ginger, fresh, Table salt (sodium from NaCl), Tamarind, pulp, Chillies, red, Turmeric powder",South India,non_vegetarian,lunch/dinner,main,91.6,3.7,1.9,14.6,0.152,per 100 g finished dish,400,366.4,14.8,7.6,58.4,0.60799999999999998,Rice and prawn curry combo; per 100 g finished dish.
White Rice + Prawn Masala,"Rice, raw, milled, Water, Tiger prawns, brown, Onion, big, Tomato, ripe, local, Ginger, fresh, Garlic, big cloves, Coriander seeds, Cumin seeds, Chillies, red, Turmeric powder, Gingelly oil, Table salt (sodium from NaCl)",South India,non_vegetarian,lunch/dinner,main,85.3,4,1.2,14.2,0.16800000000000001,per 100 g finished dish,400,341.2,16,4.8,56.8,0.67200000000000004,Rice and prawn masala combo; per 100 g finished dish.
White Rice + Prawn Thokku,"Rice, raw, milled, Water, Turmeric powder, Tomato, ripe, local, Garlic, big cloves, Chillies, red, Gingelly oil, Curry leaves, Table salt (sodium from NaCl), Tiger prawns, brown, Ginger, fresh, Onion, big",South India,non_vegetarian,lunch/dinner,main,88.8,4.5,1.4,14.1,0.24,per 100 g finished dish,400,355.2,18,5.6,56.4,0.96,Rice and prawn thokku combo; per 100 g finished dish.
Amaranth Poriyal,"Amaranth leaves, green, Onion, big, Coconut, kernel, fresh, Mustard seeds, Chillies, red, Groundnut oil, Table salt (sodium from NaCl)",South India,vegetarian,lunch/dinner,side,92.4,3.1,6.8,4.2,0.45800000000000002,per 100 g finished dish,400,369.6,12.4,27.2,16.8,1.8320000000000001,Amaranth greens poriyal; per 100 g finished dish.
Beans Poriyal,"French beans, country, Onion, big, Coconut, kernel, fresh, Chillies, green - all varieties, Mustard seeds, Gingelly oil, Table salt (sodium from NaCl), Water",South India,vegetarian,lunch/dinner,side,82.4,2.2999999999999998,6.3,3.8,0.27100000000000002,per 100 g finished dish,400,329.6,9.1999999999999993,25.2,15.2,1.0840000000000001,Beans poriyal with coconut; per 100 g finished dish.
Brinjal Kara Kuzhambu,"Brinjal 1, Onion, small, Tomato, ripe, local, Tamarind, pulp, Garlic, big cloves, Gingelly oil, Mustard seeds, Chillies, red, Coriander seeds, Turmeric powder, Curry leaves, Table salt (sodium from NaCl), Water",South India,vegetarian,lunch/dinner,side,49.1,1.2,2.4,5.2,0.26600000000000001,per 100 g finished dish,400,196.4,4.8,9.6,20.8,1.0640000000000001,Brinjal tamarind kuzhambu; per 100 g finished dish.
Cabbage Kootu,"Cabbage, green, Red gram, dal, Coconut, kernel, fresh, Cumin seeds, Chillies, green - all varieties, Turmeric powder, Table salt (sodium from NaCl), Water",South India,vegetarian,lunch/dinner,side,48.2,2.2000000000000002,1.9,5.3,0.247,per 100 g finished dish,400,192.8,8.8000000000000007,7.6,21.2,0.98799999999999999,Cabbage kootu; per 100 g finished dish.
Cabbage Poriyal,"Cabbage, green, Onion, big, Coconut, kernel, fresh, Chillies, green - all varieties, Mustard seeds, Gingelly oil, Table salt (sodium from NaCl), Water",South India,vegetarian,lunch/dinner,side,70.3,1.5,5.2,4,0.249,per 100 g finished dish,400,281.2,6,20.8,16,0.996,Cabbage poriyal with coconut; per 100 g finished dish.
Carrot Poriyal,"Carrot, orange, Onion, big, Coconut, kernel, fresh, Chillies, green - all varieties, Mustard seeds, Gingelly oil, Table salt (sodium from NaCl), Water",South India,vegetarian,lunch/dinner,side,84.1,1.3,6,5.7,0.30299999999999999,per 100 g finished dish,400,336.4,5.2,24,22.8,1.212,Carrot poriyal with coconut; per 100 g finished dish.
Cauliflower Poriyal,"Cauliflower, Onion, big, Coconut, kernel, fresh, Chillies, green - all varieties, Mustard seeds, Gingelly oil, Table salt (sodium from NaCl), Water",South India,vegetarian,lunch/dinner,side,65.8,1.9,5,3,0.25800000000000001,per 100 g finished dish,400,263.2,7.6,20,12,1.032,Cauliflower poriyal with coconut; per 100 g finished dish.
Lemon Rasam,"Tamarind, pulp, Tomato, ripe, local, Cumin seeds, Pepper, black, Coriander seeds, Curry leaves, Lemon, juice, Garlic, big cloves, Table salt (sodium from NaCl), Water",South India,vegetarian,lunch/dinner,side,8.9,0.3,0.2,1.3,0.20200000000000001,per 100 g finished dish,400,35.6,1.2,0.8,5.2,0.80800000000000005,Lemon rasam; per 100 g finished dish.
Pepper Rasam,"Tamarind, pulp, Garlic, big cloves, Cumin seeds, Pepper, black, Coriander seeds, Curry leaves, Table salt (sodium from NaCl), Tomato, ripe, local, Water",South India,vegetarian,lunch/dinner,side,12.8,0.4,0.2,2.2000000000000002,0.20899999999999999,per 100 g finished dish,400,51.2,1.6,0.8,8.8000000000000007,0.83599999999999997,Pepper rasam; per 100 g finished dish.
Potato Poriyal,"Potato, brown skin, big, Onion, big, Mustard seeds, Turmeric powder, Curry leaves, Groundnut oil, Table salt (sodium from NaCl)",South India,vegetarian,lunch/dinner,side,91.1,1.7,3.1,13.5,0.52100000000000002,per 100 g finished dish,400,364.4,6.8,12.4,54,2.0840000000000001,Potato poriyal; per 100 g finished dish.
Rasam,"Tomato, ripe, local, Tamarind, pulp, Garlic, big cloves, Pepper, black, Cumin seeds, Coriander leaves, Curry leaves, Mustard seeds, Gingelly oil, Table salt (sodium from NaCl), Water",South India,vegetarian,lunch/dinner,side,15.5,0.4,0.6,1.9,0.2,per 100 g finished dish,400,62,1.6,2.4,7.6,0.8,Standard tomato-pepper rasam; per 100 g finished dish.
Raw Banana Roast,"Plantain, green, Onion, big, Chillies, red, Turmeric powder, Mustard seeds, Groundnut oil, Table salt (sodium from NaCl)",South India,vegetarian,lunch/dinner,side,109,1.4,3.9,16.3,0.57799999999999996,per 100 g finished dish,400,436,5.6,15.6,65.2,2.3119999999999998,Raw banana roast; per 100 g finished dish.
Sambar,"Red gram, dal, Drumstick, Onion, big, Tomato, ripe, local, Tamarind, pulp, Gingelly oil, Chillies, red, Coriander seeds, Turmeric powder, Asafoetida, Mustard seeds, Curry leaves, Table salt (sodium from NaCl), Water",South India,vegetarian,lunch/dinner,side,58.1,2.9,1.2,8.4,0.26900000000000002,per 100 g finished dish,400,232.4,11.6,4.8,33.6,1.0760000000000001,Drumstick-onion sambar; per 100 g finished dish.
Spinach Kootu,"Spinach, Red gram, dal, Coconut, kernel, fresh, Cumin seeds, Chillies, green - all varieties, Turmeric powder, Table salt (sodium from NaCl), Water",South India,vegetarian,lunch/dinner,side,49,2.2999999999999998,2.1,5,0.254,per 100 g finished dish,400,196,9.1999999999999993,8.4,20,1.016,Spinach kootu; per 100 g finished dish.
Spinach Poriyal,"Spinach, Onion, big, Coconut, kernel, fresh, Mustard seeds, Chillies, red, Groundnut oil, Table salt (sodium from NaCl)",South India,vegetarian,lunch/dinner,side,88.2,2.2999999999999998,6.8,4.0999999999999996,0.47599999999999998,per 100 g finished dish,400,352.8,9.1999999999999993,27.2,16.399999999999999,1.9039999999999999,Spinach poriyal; per 100 g finished dish.
